query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time
用户:周三10点有个重要的会议，帮我记一下; 你:周三上午10点到11点已经有项目评审了。会议要换个时间吗？; 用户:改到周三10点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,重要的会议,,,是,`2025-07-02 10:00:00,`2025-07-02 12:00:00,`2025-07-02 08:00:00,否,,,
用户:周四晚上8点有个健身计划，帮我记一下; 你:周四晚上8点到9点已经安排了阅读时间。健身要换个时间吗？; 用户:不用换，就周四8点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,运动,健身计划,,,是,`2025-07-03 20:00:00,`2025-07-03 21:00:00,`2025-07-03 18:00:00,否,,,
用户:周五下午四点有个展会要去; 你:周五下午四点到六点已经有购物安排了。展会要换个时间吗？; 用户:改到周五16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,去展会,,,是,`2025-07-04 16:00:00,`2025-07-04 18:00:00,`2025-07-04 13:00:00,否,,,
用户:周六下午3点要去一趟医院; 你:周六下午3点到5点已经安排了健身。去医院要改个时间吗？; 用户:不改了，就这个时间; 你:好的，大概要多久啊？; 用户:可能要2小时吧; 你:提前15分钟提醒你可以吗？; 用户:好的,`2025-06-28 01:02:51,日程,就医,去医院,,,是,`2025-06-28 15:00:00,`2025-06-28 17:00:00,`2025-06-28 14:45:00,否,,,
用户:周日下午4点有个健身课，帮我记一下; 你:周日下午4点到6点已经有读书会了。健身课要换个时间吗？; 用户:改到周日16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,学习,健身课,,,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 14:00:00,否,,,
用户:周天10点有个读书会，记录一下; 你:周天10点到11点已经有健身课程了。读书会要换个时间吗？; 用户:改到周天10点; 你:好的，大概要持续多久啊？; 用户:大概2小时吧; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,读书,读书会,,,是,`2025-06-29 10:00:00,`2025-06-29 12:00:00,`2025-06-29 09:00:00,否,,,
用户:下周一晚上8点有个展会，帮我记一下; 你:下周一晚上8点到9点已经有健身安排啦。展会要换个时间吗？; 用户:改到下周一20点; 你:好嘞，提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,展会,,,是,`2025-06-30 20:00:00,,`2025-06-30 17:00:00,否,,,
用户:下周二下午两点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,就医,去看牙医,,,是,`2025-07-01 14:00:00,,`2025-07-01 13:30:00,否,,,
用户:下周三17点有个展会，记录一下; 你:下周三17点到18点已经有工作会议了。展会要换个时间吗？; 用户:改到下周三19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,展会,,,是,`2025-07-02 19:00:00,`2025-07-02 21:00:00,`2025-07-02 17:00:00,否,,,
用户:下周四13点有个工作面试要记一下; 你:下周四13点到14点已经安排了健身课程。面试要改个时间吗？; 用户:改到下周四15点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,工作,工作面试,,,是,`2025-07-03 15:00:00,`2025-07-03 17:00:00,`2025-07-03 12:00:00,否,,,
用户:下周五下午5点要去看牙医; 你:下周五下午5点已经有健身课了。看牙医要换个时间吗？; 用户:改到下周五17点。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,就医,去看牙医,,,是,`2025-07-04 17:00:00,,`2025-07-04 16:45:00,否,,,
用户:下周六早上8点我要去看牙医; 你:下周六早上8点到10点已经安排了健身。看牙医要换个时间吗？; 用户:改到下周六10点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,就医,去看牙医,,,是,`2025-07-05 10:00:00,`2025-07-05 12:00:00,`2025-07-05 09:45:00,否,,,
用户:下周日17点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,就医,去看牙医,,,是,`2025-07-06 17:00:00,,`2025-07-06 16:30:00,否,,,
用户:下周日晚上8点有个家庭聚会，帮我记一下; 你:下周日晚上8点到9点已经安排了健身计划。家庭聚会要换个时间吗？; 用户:不改了，就这个时间吧; 你:好的，大概要持续多久啊？; 用户:大概1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,家庭,家庭聚会,,,是,`2025-07-06 20:00:00,`2025-07-06 21:00:00,`2025-07-06 19:30:00,否,,,
用户:今天下午4点有个展会，记录一下; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 15:00:00,否,,,
用户:明天9点有个健身课，记录一下; 你:明天9点到10点已经安排相亲了。健身课要换个时间吗？; 用户:改成明天9点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，行吗？; 用户:ok,`2025-06-29 02:05:38,日程,学习,健身课,,,是,`2025-06-30 09:00:00,`2025-06-30 11:00:00,`2025-06-30 08:30:00,否,,,
用户:后天9点有个展会要去; 你:好嘞，提前3小时叫你，行不？; 用户:好的,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-07-01 09:00:00,,`2025-07-01 06:00:00,否,,,
用户:周一晚上8点有个应酬，帮我记下; 你:周一晚上8点到9点已经有健身计划了。应酬要换个时间吗？; 用户:改到周一20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,应酬,应酬,,,是,`2025-06-30 20:00:00,`2025-06-30 21:00:00,`2025-06-30 19:00:00,否,,,
用户:下周二下午3点有个展会要参加; 你:下周二下午3点到4点已经安排体检了。展会要换个时间吗？; 用户:改到周二15点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,展会,参加展会,,,是,`2025-07-01 15:00:00,`2025-07-01 17:00:00,`2025-07-01 14:45:00,否,,,
用户:下周三晚上8点有个工作会议，帮我记一下; 你:下周三晚上8点到9点这会儿已经在健身训练了。工作会议要不要换个时间？; 用户:改到周三20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，行吗？; 用户:可以,`2025-06-29 02:05:38,日程,会议,工作会议,,,是,`2025-07-02 20:00:00,`2025-07-02 21:00:00,`2025-07-02 18:00:00,否,,,
用户:下周四16点有个健身课，记一下; 你:下周四16点到17点已经安排了看牙医。健身课要改个时间吗？; 用户:改到周四16点。; 你:好的，要上多久啊？; 用户:大概1小时吧。; 你:提前半小时叫你，可以吗？; 用户:ok,`2025-06-29 02:05:38,日程,学习,健身课,,,是,`2025-07-03 16:00:00,`2025-07-03 17:00:00,`2025-07-03 15:30:00,否,,,
用户:下周五8点有个展会要去; 你: 下周五8点到9点已经安排健身了。展会要换个时间吗？; 用户: 改到周五8点。; 你: 好的，会持续多久啊？; 用户: 大概2小时吧。; 你: 提前半小时叫你，成不？; 用户: ok,`2025-06-29 02:05:38,日程,展会,去参加展会,,,是,`2025-07-04 08:00:00,`2025-07-04 10:00:00,`2025-07-04 07:30:00,否,,,
用户:下周六18点想去看个展会; 你:下周六18点到19点已经安排了健身课。看展会要换个时间吗？; 用户:不用换，就这个点; 你:好的，提前2小时叫你，行不？; 用户:可以,`2025-06-29 02:05:38,日程,展会,去看个展会,,,是,`2025-07-05 18:00:00,,`2025-07-05 16:00:00,否,,,
用户:周日17点有个展会，记得提醒我; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-06-29 17:00:00,`2025-06-29 19:00:00,`2025-06-29 16:45:00,否,,,
用户:下周天下午四点要去看牙医; 你:下周天下午四点到六点已经安排健身了。看牙医要换个时间吗？; 用户:改到周天下午四点; 你:好的，会持续多久啊？; 用户:大概两小时吧; 你:提前两小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,就医,去看牙医,,,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 14:00:00,否,,,
用户:周一12点有个展会，记录一下; 你:周一12点到13点已经有工作例会。展会要换个时间吗？; 用户:改到下周一12点。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,
用户:下周二下午5点有个工作会议; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,工作会议,,,是,`2025-07-01 17:00:00,,`2025-07-01 16:00:00,否,,,
用户:下周三下午4点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-07-02 16:00:00,,`2025-07-02 15:45:00,否,,,
用户:下周四中午12点有个重要会议，帮我记一下; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,重要会议,,,是,`2025-07-03 12:00:00,,`2025-07-03 11:00:00,否,,,
用户:下周五9点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,展会,展会,,,是,`2025-07-04 09:00:00,,`2025-07-04 07:00:00,否,,,
用户:周六上午10点有个客户会议，帮我记一下; 你:周六上午10点已经有健身房的预约了。客户会议要换个时间吗？; 用户:那就改到下周六10点吧; 你:什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,会议,客户会议,,客户,是,`2025-07-05 10:00:00,,`2025-07-05 07:00:00,否,,,
用户:周日晚上7点有个展会想看看; 你:周日19点到20点已经安排健身了。展会要换个时间吗？; 用户:改到下周日19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，可以吗？; 用户:没问题,`2025-06-29 02:05:38,日程,展会,有个展会去看看,,,是,`2025-07-06 19:00:00,`2025-07-06 21:00:00,`2025-07-06 16:00:00,否,,,
用户:下周天13点要去医院复查; 你:好的，需要提前多久提醒你啊？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,就医,去医院复查,,,是,`2025-07-06 13:00:00,,`2025-07-06 12:45:00,否,,,
用户:今天晚上9点有个工作会议，记录一下; 你:今天晚上9点到10点已经有健身课了。工作会议要换个时间吗？; 用户:改到今天9点; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,工作会议,,,是,`2025-06-30 09:00:00,,`2025-06-30 07:00:00,否,,,
用户:明天8点有个健身课，帮我记一下; 你:明天8点到9点已经有同事聚餐了。健身课要换个时间吗？; 用户:改到明天20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,学习,健身课,,,是,`2025-07-01 20:00:00,`2025-07-01 21:00:00,`2025-07-01 19:00:00,否,,,
用户:后天晚上8点我想去看牙医; 你:后天晚上8点到10点已经约了健身课。看牙医要改个时间吗？; 用户:不改了; 你:好的，大概要看多久啊？; 用户:大概2小时吧; 你:提前2小时提醒你可以吗？; 用户:行,`2025-06-30 05:50:17,日程,就医,去看牙医,,,是,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 18:00:00,否,,,
用户:周一12点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,就医,去看牙医,,,是,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,
用户:下周二下午1点有个客户会议，帮我记一下; 你:下周二下午1点到2点已经有健身计划了。客户会议要换个时间吗？; 用户:改到下周三下午1点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,会议,客户会议,,客户,是,`2025-07-09 13:00:00,`2025-07-09 14:00:00,`2025-07-09 12:45:00,否,,,
用户:下周三12点有个项目会议，帮我记一下; 你:下周三12点到下午1点已经安排了健身训练。项目会议要换个时间吗？; 用户:改到周三12点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,会议,项目会议,,,是,`2025-07-02 12:00:00,`2025-07-02 14:00:00,`2025-07-02 11:45:00,否,,,
用户:周四16点有个工作会议，记录一下; 你:周四16点到17点已经有客户拜访了。工作会议要换个时间吗？; 用户:改到下周二9点吧; 你:好嘞，提前1小时叫你，行不？; 用户:行,`2025-06-30 05:50:17,日程,会议,工作会议,,,是,`2025-07-08 09:00:00,,`2025-07-08 08:00:00,否,,,
用户:周五下午1点有个会议，记录一下; 你:周五下午1点到下午2点已经有体检安排了。会议要换个时间吗？; 用户:不用换。; 你:什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,会议,,,是,`2025-07-04 13:00:00,,`2025-07-04 11:00:00,否,,,
用户:周六5点有个展会，记录一下; 你:周六5点到6点已经安排了健身。展会要换个时间吗？; 用户:改到周六17点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,展会,展会,,,是,`2025-07-05 17:00:00,`2025-07-05 19:00:00,`2025-07-05 14:00:00,否,,,
用户:周日晚上8点有个应酬; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,应酬,应酬,,,是,`2025-07-06 20:00:00,`2025-07-06 22:00:00,`2025-07-06 19:00:00,否,,,
用户:这周日下午3点有个会议要参加; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,参加会议,,,是,`2025-07-06 15:00:00,`2025-07-06 17:00:00,`2025-07-06 14:00:00,否,,,
用户:周一17点有个展会，记录一下；; 你:周一17点到18点已经安排了读书会。展会要换个时间吗？; 用户:改成下周一17点吧。; 你:好的，大概持续多久啊？; 用户:大概2小时吧。; 你:提前3小时提醒你，行不行？; 用户:行,`2025-06-30 05:50:17,日程,展会,展会,,,是,`2025-07-07 17:00:00,`2025-07-07 19:00:00,`2025-07-07 14:00:00,否,,,
用户:下周二10点要去看医生; 你:下周二10点到11点已经安排了健身课程。看医生要换个时间吗？; 用户:不用换，就这个时间; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,就医,去看医生,,,是,`2025-07-08 10:00:00,`2025-07-08 12:00:00,`2025-07-08 09:30:00,否,,,
用户:周三17点要去看牙医; 你:周三17点到18点已经安排健身了。看牙医要改个时间吗？; 用户:改到下周三17点。; 你:好的，大概需要多久啊？; 用户:大概1小时吧。; 你:提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,就医,去看牙医,,,是,`2025-07-09 17:00:00,`2025-07-09 18:00:00,`2025-07-09 16:45:00,否,,,
用户:周四下午3点有个体检，记一下; 你:周四下午3点到4点已经有健身课了。体检要换个时间吗？; 用户:改到下周四15点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,健康,体检,,,是,`2025-07-10 15:00:00,`2025-07-10 16:00:00,`2025-07-10 14:45:00,否,,,
用户:下周五两点有个展会要参加; 你:好的，这个展会大概要多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,展会,参加展会,,,是,`2025-07-11 14:00:00,`2025-07-11 15:00:00,`2025-07-11 13:00:00,否,,,
用户:周六早上8点有个展会，帮我记一下; 你:周六8点到9点已经有读书会了。展会要换个时间吗？; 用户:改到下周六8点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,展会,展会,,,是,`2025-07-12 08:00:00,`2025-07-12 10:00:00,`2025-07-12 07:30:00,否,,,
用户:下周日晚上8点约了个应酬; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,应酬,约了个应酬,,,是,`2025-07-13 20:00:00,,`2025-07-13 18:00:00,否,,,
用户:下周日中午12点有个应酬; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,应酬,应酬,,,是,`2025-07-13 12:00:00,`2025-07-13 13:00:00,`2025-07-13 11:00:00,否,,,
用户:帮我记一下今天中午12点有个客户约见；; 你:中午12点到下午1点已经有团队会议了。客户约见要不要换个时间？; 用户:改到今天下午3点吧。; 你:好的，大概要谈多久啊？; 用户:大概1小时吧。; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-24 03:32:18,日程,约见,客户约见,,客户,是,`2025-06-24 15:00:00,`2025-06-24 16:00:00,`2025-06-24 14:30:00,否,,,
用户:明天上午9点帮我记个晨会; 你:好的，要提前多久提醒你呀？; 用户:提前15分钟叫我,`2025-06-24 03:32:18,日程,会议,晨会,,,是,`2025-06-25 09:00:00,,`2025-06-25 08:45:00,否,,,
用户:后天两点帮我记个家庭聚会呗; 你:好的，大概要持续多长时间呀？; 用户:差不多2小时吧; 你:那提前1小时提醒你准备，可以吗？; 用户:没问题,`2025-06-24 03:32:18,日程,家庭,家庭聚会,,,是,`2025-06-26 14:00:00,`2025-06-26 16:00:00,`2025-06-26 13:00:00,否,,,
用户:帮我记下周一下午2点有个产品会议; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-24 03:32:18,日程,会议,产品会议,,,是,`2025-06-30 14:00:00,,`2025-06-30 13:30:00,否,,,
用户:帮我记下周二晚上8点有个健身课; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,学习,健身课,,,是,`2025-07-01 20:00:00,,`2025-07-01 19:00:00,否,,,
用户:帮我周三早上8点约个健身课；; 你:周三早上8点到9点已经有工作会议了。健身课要改时间吗？; 用户:改到周三8点吧；; 你:好的，要提前多久提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,学习,约个健身课,,,是,`2025-06-25 08:00:00,,`2025-06-25 07:45:00,否,,,
用户:帮我把周四晚上8点记个应酬; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,应酬,应酬,,,是,`2025-06-26 20:00:00,`2025-06-26 21:00:00,`2025-06-26 19:00:00,否,,,
用户:帮我在周五12点记个面谈哈; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,约见,面谈,,,是,`2025-06-27 12:00:00,,`2025-06-27 11:45:00,否,,,
用户:帮我记下周六早上8点有个家庭聚餐; 你:好的，什么时间提醒你呢？; 用户:提前3小时提醒我,`2025-06-24 03:32:18,日程,家庭,家庭聚餐,,,是,`2025-06-28 08:00:00,,`2025-06-28 05:00:00,否,,,
用户:帮我记下周日晚上6点有个团队聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,应酬,团队聚餐,,,是,`2025-06-29 18:00:00,`2025-06-29 20:00:00,`2025-06-29 15:00:00,否,,,
用户:这周日晚上7点帮我记个亲友聚餐; 你:好的，需要提前多久提醒你呢？; 用户:提前15分钟吧,`2025-06-24 03:32:18,日程,应酬,亲友聚餐,,亲友,是,`2025-06-29 19:00:00,,`2025-06-29 18:45:00,否,,,
用户:帮我记一下下周一11点有个产品策划会; 你:下周一11点到12点已经有客户拜访了。产品策划会要换个时间吗？; 用户:改到下周二下午2点吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,会议,产品策划会,,,是,`2025-07-01 14:00:00,`2025-07-01 15:00:00,`2025-07-01 11:00:00,否,,,
用户:帮我记下下周二下午3点有个项目汇报; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,会议,项目汇报,,,是,`2025-07-01 15:00:00,,`2025-07-01 14:00:00,否,,,
用户:帮我记下下周三晚上8点有个客户应酬; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,应酬,客户应酬,,客户,是,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 19:45:00,否,,,
用户:帮我记一下周四中午12点有个项目汇报会; 你:周四12点到下午1点已经有部门例会了。项目汇报会要换个时间吗？; 用户:改到下周四12点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,会议,项目汇报会,,,是,`2025-07-03 12:00:00,`2025-07-03 14:00:00,`2025-07-03 09:00:00,否,,,
用户:帮我记下下周五晚上八点有个团队聚餐; 你:好嘞，聚会要持续多久啊？; 用户:大概两小时吧; 你:提前两小时提醒你，可以吗？; 用户:ok,`2025-06-24 03:32:18,日程,应酬,团队聚餐,,,是,`2025-07-04 20:00:00,`2025-07-04 22:00:00,`2025-07-04 18:00:00,否,,,
用户:帮我记一下下周六下午4点有个团队会议; 你:下周六下午4点到6点已经有客户拜访。团队会议要换个时间吗？; 用户:改到下周六晚上7点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,会议,团队会议,,,是,`2025-07-05 19:00:00,`2025-07-05 21:00:00,`2025-07-05 16:00:00,否,,,
用户:下周日下午2点帮我记个健身计划吧; 你:好嘞，提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,待办,运动,健身计划,,,是,`2025-07-06 14:00:00,,`2025-07-06 11:00:00,否,,,
用户:帮我记下下周日15点有个家长会; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,会议,家长会,,,是,`2025-07-06 15:00:00,`2025-07-06 16:00:00,`2025-07-06 14:00:00,否,,,
用户:帮我记下今天下午1点有个项目会议; 你:好嘞，要开多久啊？; 用户:大概2小时吧; 你:提前1小时提醒你成不？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目会议,,,是,`2025-06-25 13:00:00,`2025-06-25 15:00:00,`2025-06-25 11:00:00,否,,,
用户:帮我记下明天晚上6点有个项目会议; 你:好的，大概要开多久呀？; 用户:差不多2小时吧; 你:提前1小时提醒你，可以吗？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目会议,,,是,`2025-06-26 18:00:00,`2025-06-26 20:00:00,`2025-06-26 17:00:00,否,,,
用户:后天下午5点帮我记个应酬; 你:好嘞，大约要多久时间啊？; 用户:差不多2小时吧; 你:提前1小时提醒你行么？; 用户:可以,`2025-06-25 01:33:19,日程,应酬,应酬,,,是,`2025-06-27 17:00:00,`2025-06-27 19:00:00,`2025-06-27 16:00:00,否,,,
用户:帮我记下周一晚上6点有个项目会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,会议,项目会议,,,是,`2025-06-30 18:00:00,`2025-06-30 20:00:00,`2025-06-30 17:00:00,否,,,
用户:帮我记下周二下午2点有个客户约见; 你:好的，需要持续多长时间啊？; 用户:大概2小时吧; 你:提前3小时叫你，可以吗？; 用户:好的,`2025-06-25 01:33:19,日程,约见,客户约见,,客户,是,`2025-07-01 14:00:00,`2025-07-01 16:00:00,`2025-07-01 11:00:00,否,,,
用户:帮我记一下下周三11点有个客户约见; 你:下周三11点到12点已经有项目例会了。客户约见要换个时间吗？; 用户:改到周三11点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,约见,客户约见,,客户,是,`2025-06-25 11:00:00,`2025-06-25 13:00:00,`2025-06-25 10:45:00,否,,,
用户:帮我记一下下周四8点有个部门例会; 你:下周四8点到9点已经有客户拜访了。部门例会要换个时间吗？; 用户:改到周四8点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,会议,部门例会,,,是,`2025-06-26 08:00:00,`2025-06-26 09:00:00,`2025-06-26 07:45:00,否,,,
用户:帮我记下周五13点有个客户约见; 你:周五下午1点已经有供应商会议了。客户约见要换个时间吗？; 用户:改到周五上午10点吧; 你:好嘞，提前3小时叫你，成不？; 用户:可以,`2025-06-25 01:33:19,日程,约见,客户约见,,客户,是,`2025-06-27 10:00:00,,`2025-06-27 07:00:00,否,,,
用户:帮我记一下周六11点有个项目会议; 你:周六11点到12点已经有客户拜访了。项目会议要换个时间吗？; 用户:改到下午1点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目会议,,,是,`2025-06-28 13:00:00,`2025-06-28 14:00:00,`2025-06-28 12:00:00,否,,,
用户:这周日4点我想去健身; 你:周日下午4点到6点已经有团建活动了。健身要改时间吗？; 用户:那改到下午2点吧; 你:好的，大概练多久啊？; 用户:大概2小时吧; 你:提前半小时喊你，行不？; 用户:可以,`2025-06-25 01:33:19,日程,运动,健身,,,是,`2025-06-29 14:00:00,`2025-06-29 16:00:00,`2025-06-29 13:30:00,否,,,
用户:帮我记下周日中午12点有个客户约见; 你:好的，这个约见大概要多久啊？; 用户:大概2小时吧; 你:提前半小时提醒你，可以吗？; 用户:行,`2025-06-25 01:33:19,日程,约见,客户约见,,客户,是,`2025-06-29 12:00:00,`2025-06-29 14:00:00,`2025-06-29 11:30:00,否,,,
用户:帮我记下下周一14点有个客户拜访; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,约见,客户拜访,,客户,是,`2025-06-30 14:00:00,`2025-06-30 15:00:00,`2025-06-30 13:00:00,否,,,
用户:帮我记下下周二9点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,会议,项目会议,,,是,`2025-07-01 09:00:00,`2025-07-01 10:00:00,`2025-07-01 08:00:00,否,,,
用户:帮我记下下周三9点有个项目碰头会; 你:下周三早上9点已经有供应商会议了。项目碰头会要换个时间不？; 用户:改到11点吧; 你:得嘞，会持续多久啊？; 用户:大概2小时吧; 你:提前2小时叫你，好不好？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目碰头会,,,是,`2025-07-02 11:00:00,`2025-07-02 13:00:00,`2025-07-02 09:00:00,否,,,
