query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_time_chinese,end_time_chinese,remind_time_chinese
用户:周三10点有个重要的会议，帮我记一下; 你:周三上午10点到11点已经有项目评审了。会议要换个时间吗？; 用户:改到周三10点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,重要的会议,,,`2025-07-02 10:00:00,`2025-07-02 12:00:00,`2025-07-02 08:00:00,否,,,,周三10点,周三12点,周三8点
用户:周四晚上8点有个健身计划，帮我记一下; 你:周四晚上8点到9点已经安排了阅读时间。健身要换个时间吗？; 用户:不用换，就周四8点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,运动,健身计划,,,`2025-07-03 20:00:00,`2025-07-03 21:00:00,`2025-07-03 18:00:00,否,,,,周四晚上8点,周四晚上9点,周四下午6点
用户:周五下午四点有个展会要去; 你:周五下午四点到六点已经有购物安排了。展会要换个时间吗？; 用户:改到周五16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,有个展会要去,,,`2025-07-04 16:00:00,`2025-07-04 18:00:00,`2025-07-04 13:00:00,否,,,,周五16点,周五18点,周五13点
用户:周六下午3点要去一趟医院; 你:周六下午3点到5点已经安排了健身。去医院要改个时间吗？; 用户:不改了，就这个时间; 你:好的，大概要多久啊？; 用户:可能要2小时吧; 你:提前15分钟提醒你可以吗？; 用户:好的,`2025-06-28 01:02:51,日程,医疗,去医院,,,`2025-06-28 15:00:00,`2025-06-28 17:00:00,`2025-06-28 14:45:00,否,,,,周六下午3点,周六下午5点,周六下午2点45分
用户:周日下午4点有个健身课，帮我记一下; 你:周日下午4点到6点已经有读书会了。健身课要换个时间吗？; 用户:改到周日16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,运动,健身课,,,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 14:00:00,否,,,,周日16点,周日18点,周日14点
用户:周天10点有个读书会，记录一下; 你:周天10点到11点已经有健身课程了。读书会要换个时间吗？; 用户:改到周天10点; 你:好的，大概要持续多久啊？; 用户:大概2小时吧; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,学习,有个读书会,,,`2025-06-29 10:00:00,`2025-06-29 12:00:00,`2025-06-29 09:00:00,否,,,,周天10点,周天12点,周天9点
用户:下周一晚上8点有个展会，帮我记一下; 你:下周一晚上8点到9点已经有健身安排啦。展会要换个时间吗？; 用户:改到下周一20点; 你:好嘞，提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,有个展会,,,`2025-06-30 20:00:00,,`2025-06-30 17:00:00,否,,,,下周一20点,,提前3小时
用户:下周二下午两点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,医疗,去看牙医,,,`2025-07-01 14:00:00,,`2025-07-01 13:30:00,否,,,,下周二下午两点,,下周二下午一点三十分
用户:下周三17点有个展会，记录一下; 你:下周三17点到18点已经有工作会议了。展会要换个时间吗？; 用户:改到下周三19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,展会,有个展会,,,`2025-07-02 19:00:00,`2025-07-02 21:00:00,`2025-07-02 17:00:00,否,,,,下周三19点,下周三21点,下周三17点
用户:下周四13点有个工作面试要记一下; 你:下周四13点到14点已经安排了健身课程。面试要改个时间吗？; 用户:改到下周四15点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,面试,工作面试,,,`2025-07-03 15:00:00,`2025-07-03 17:00:00,`2025-07-03 12:00:00,否,,,,下周四15点,下周四17点,下周四12点
用户:下周五下午5点要去看牙医; 你:下周五下午5点已经有健身课了。看牙医要换个时间吗？; 用户:改到下周五17点。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,医疗,去看牙医,,,`2025-07-04 17:00:00,,`2025-07-04 16:45:00,否,,,,下周五17点,,提前15分钟
用户:下周六早上8点我要去看牙医; 你:下周六早上8点到10点已经安排了健身。看牙医要换个时间吗？; 用户:改到下周六10点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,医疗,去看牙医,,,`2025-07-05 10:00:00,`2025-07-05 12:00:00,`2025-07-05 09:45:00,否,,,,下周六10点,下周六12点,下周六9点45分
用户:下周日17点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,医疗,去看牙医,,,`2025-07-06 17:00:00,,`2025-07-06 16:30:00,否,,,,下周日17点,,下周日16点30分
用户:下周日晚上8点有个家庭聚会，帮我记一下; 你:下周日晚上8点到9点已经安排了健身计划。家庭聚会要换个时间吗？; 用户:不改了，就这个时间吧; 你:好的，大概要持续多久啊？; 用户:大概1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-28 01:02:51,日程,聚会,家庭聚会,,,`2025-07-06 20:00:00,`2025-07-06 21:00:00,`2025-07-06 19:30:00,否,,,,下周日晚上8点,下周日晚上9点,下周日晚上7点半
用户:今天下午4点有个展会，记录一下; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,展会,有个展会,,,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 15:00:00,否,,,,今天下午4点,今天下午6点,今天下午3点
用户:明天9点有个健身课，记录一下; 你:明天9点到10点已经安排相亲了。健身课要换个时间吗？; 用户:改成明天9点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，行吗？; 用户:ok,`2025-06-29 02:05:38,日程,运动,健身课,,,`2025-06-30 09:00:00,`2025-06-30 11:00:00,`2025-06-30 08:30:00,否,,,,明天9点,明天11点,明天8点30分
用户:后天9点有个展会要去; 你:好嘞，提前3小时叫你，行不？; 用户:好的,`2025-06-29 02:05:38,日程,展会,有个展会要去,,,`2025-07-01 09:00:00,,`2025-07-01 06:00:00,否,,,,后天9点,,后天6点
用户:下周六18点想去看个展会; 你:下周六18点到19点已经安排了健身课。看展会要换个时间吗？; 用户:不用换，就这个点; 你:好的，提前2小时叫你，行不？; 用户:可以,`2025-06-29 02:05:38,日程,展会,去看个展会,,,`2025-07-05 18:00:00,,`2025-07-05 16:00:00,否,,,,下周六18点,,下周六16点
用户:周日17点有个展会，记得提醒我; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,展会,有个展会,,,`2025-06-29 17:00:00,`2025-06-29 19:00:00,`2025-06-29 16:45:00,否,,,,周日17点,周日19点,周日16点45分
用户:周一12点有个展会，记录一下; 你:周一12点到13点已经有工作例会。展会要换个时间吗？; 用户:改到下周一12点。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,展会,有个展会,,,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,,下周一12点,,提前1小时
用户:下周二下午5点有个工作会议; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,有个工作会议,,,`2025-07-01 17:00:00,,`2025-07-01 16:00:00,否,,,,下周二下午5点,,下周二下午4点
用户:下周三下午4点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,展会,有个展会,,,`2025-07-02 16:00:00,,`2025-07-02 15:45:00,否,,,,下周三下午4点,,下周三下午3点45分
用户:下周四中午12点有个重要会议，帮我记一下; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,有个重要会议,,,`2025-07-03 12:00:00,,`2025-07-03 11:00:00,否,,,,下周四中午12点,,下周四上午11点
用户:下周五9点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,展会,有个展会,,,`2025-07-04 09:00:00,,`2025-07-04 07:00:00,否,,,,下周五9点,,下周五7点
用户:周六上午10点有个客户会议，帮我记一下; 你:周六上午10点已经有健身房的预约了。客户会议要换个时间吗？; 用户:那就改到下周六10点吧; 你:什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,会议,有个客户会议,,客户,`2025-07-05 10:00:00,,`2025-07-05 07:00:00,否,,,,下周六10点,,提前3小时
用户:周日晚上7点有个展会去看看; 你:周日19点到20点已经安排健身了。展会要换个时间吗？; 用户:改到下周日19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，可以吗？; 用户:没问题,`2025-06-29 02:05:38,日程,展会,有个展会去看看,,,`2025-07-06 19:00:00,`2025-07-06 21:00:00,`2025-07-06 16:00:00,否,,,,下周日19点,下周日21点,下周日16点
用户:下周天13点要去医院复查; 你:好的，需要提前多久提醒你啊？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,医疗,去医院复查,,,`2025-07-06 13:00:00,,`2025-07-06 12:45:00,否,,,,下周天13点,,提前15分钟
用户:今天晚上9点有个工作会议，记录一下; 你:今天晚上9点到10点已经有健身课了。工作会议要换个时间吗？; 用户:改到今天9点; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,有个工作会议,,,`2025-06-30 09:00:00,,`2025-06-30 07:00:00,否,,,,今天9点,,今天7点
用户:明天8点有个健身课，帮我记一下; 你:明天8点到9点已经有同事聚餐了。健身课要换个时间吗？; 用户:改到明天20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,运动,健身课,,,`2025-07-01 20:00:00,`2025-07-01 21:00:00,`2025-07-01 19:00:00,否,,,,明天20点,明天21点,明天19点
用户:后天晚上8点我想去看牙医; 你:后天晚上8点到10点已经约了健身课。看牙医要改个时间吗？; 用户:不改了; 你:好的，大概要看多久啊？; 用户:大概2小时吧; 你:提前2小时提醒你可以吗？; 用户:行,`2025-06-30 05:50:17,日程,医疗,去看牙医,,,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 18:00:00,否,,,,后天晚上8点,后天晚上10点,后天晚上6点
用户:周一12点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,医疗,去看牙医,,,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,,周一12点,,周一11点
用户:下周二下午1点有个客户会议，帮我记一下; 你:下周二下午1点到2点已经有健身计划了。客户会议要换个时间吗？; 用户:改到下周三下午1点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,会议,有个客户会议,,客户,`2025-07-09 13:00:00,`2025-07-09 14:00:00,`2025-07-09 12:45:00,否,,,,下周三下午1点,下周三下午2点,下周三中午12点45分
用户:周四16点有个工作会议，记录一下; 你:周四16点到17点已经有客户拜访了。工作会议要换个时间吗？; 用户:改到下周二9点吧; 你:好嘞，提前1小时叫你，行不？; 用户:行,`2025-06-30 05:50:17,日程,会议,工作会议,,,`2025-07-08 09:00:00,,`2025-07-08 08:00:00,否,,,,下周二9点,,提前1小时
用户:周五下午1点有个会议，记录一下; 你:周五下午1点到下午2点已经有体检安排了。会议要换个时间吗？; 用户:不用换。; 你:什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,有个会议,,,`2025-07-04 13:00:00,,`2025-07-04 11:00:00,否,,,,周五下午1点,,提前2小时
用户:周六5点有个展会，记录一下; 你:周六5点到6点已经安排了健身。展会要换个时间吗？; 用户:改到周六17点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,展会,有个展会,,,`2025-07-05 17:00:00,`2025-07-05 19:00:00,`2025-07-05 14:00:00,否,,,,周六17点,周六19点,周六14点
用户:周日晚上8点有个应酬; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,应酬,有个应酬,,,`2025-07-06 20:00:00,`2025-07-06 22:00:00,`2025-07-06 19:00:00,否,,,,周日晚上8点,周日晚上10点,周日晚上7点
用户:这周日下午3点有个会议要参加; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,有个会议要参加,,,`2025-07-06 15:00:00,`2025-07-06 17:00:00,`2025-07-06 14:00:00,否,,,,这周日下午3点,这周日下午5点,这周日下午2点
用户:周一17点有个展会，记录一下; 你:周一17点到18点已经安排了读书会。展会要换个时间吗？; 用户:改成下周一17点吧。; 你:好的，大概持续多久啊？; 用户:大概2小时吧。; 你:提前3小时提醒你，行不行？; 用户:行,`2025-06-30 05:50:17,日程,展会,有个展会,,,`2025-07-07 17:00:00,`2025-07-07 19:00:00,`2025-07-07 14:00:00,否,,,,下周一17点,下周一19点,下周一14点
用户:下周二10点要去看医生; 你:下周二10点到11点已经安排了健身课程。看医生要换个时间吗？; 用户:不用换，就这个时间; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,医疗,去看医生,,,`2025-07-08 10:00:00,`2025-07-08 12:00:00,`2025-07-08 09:30:00,否,,,,下周二10点,下周二12点,下周二9点30分
用户:周三17点要去看牙医; 你:周三17点到18点已经安排健身了。看牙医要改个时间吗？; 用户:改到下周三17点。; 你:好的，大概需要多久啊？; 用户:大概1小时吧。; 你:提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,医疗,去看牙医,,,`2025-07-09 17:00:00,`2025-07-09 18:00:00,`2025-07-09 16:45:00,否,,,,下周三17点,下周三18点,下周三16点45分
用户:周四下午3点有个体检，记一下; 你:周四下午3点到4点已经有健身课了。体检要换个时间吗？; 用户:改到下周四15点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,医疗,体检,,,`2025-07-10 15:00:00,`2025-07-10 16:00:00,`2025-07-10 14:45:00,否,,,,下周四15点,下周四16点,下周四14点45分
用户:下周五两点有个展会要参加; 你:好的，这个展会大概要多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,展会,参加展会,,,`2025-07-11 14:00:00,`2025-07-11 15:00:00,`2025-07-11 13:00:00,否,,,,下周五两点,下周五三点,下周五一点
用户:周六早上8点有个展会，帮我记一下; 你:周六8点到9点已经有读书会了。展会要换个时间吗？; 用户:改到下周六8点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,展会,有个展会,,,`2025-07-12 08:00:00,`2025-07-12 10:00:00,`2025-07-12 07:30:00,否,,,,下周六8点,下周六10点,下周六7点30分
用户:下周日晚上8点约了个应酬; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,应酬,约了个应酬,,,`2025-07-13 20:00:00,,`2025-07-13 18:00:00,否,,,,下周日晚上8点,,下周日晚上6点
用户:下周日中午12点有个应酬; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,应酬,有个应酬,,,`2025-07-13 12:00:00,`2025-07-13 13:00:00,`2025-07-13 11:00:00,否,,,,下周日中午12点,下周日中午1点,下周日上午11点
用户:帮我记一下今天中午12点有个客户约见; 你:中午12点到下午1点已经有团队会议了。客户约见要不要换个时间？; 用户:改到今天下午3点吧。; 你:好的，大概要谈多久啊？; 用户:大概1小时吧。; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-24 03:32:18,日程,约见,客户约见,,客户,`2025-06-24 15:00:00,`2025-06-24 16:00:00,`2025-06-24 14:30:00,否,,,,今天下午3点,今天下午4点,今天下午2点30分
用户:明天上午9点帮我记个晨会; 你:好的，要提前多久提醒你呀？; 用户:提前15分钟叫我,`2025-06-24 03:32:18,日程,会议,晨会,,,`2025-06-25 09:00:00,,`2025-06-25 08:45:00,否,,,,明天上午9点,,明天上午8点45分
用户:后天两点帮我记个家庭聚会呗; 你:好的，大概要持续多长时间呀？; 用户:差不多2小时吧; 你:那提前1小时提醒你准备，可以吗？; 用户:没问题,`2025-06-24 03:32:18,日程,聚会,家庭聚会,,,`2025-06-26 14:00:00,`2025-06-26 16:00:00,`2025-06-26 13:00:00,否,,,,后天两点,后天四点,后天一点
用户:帮我周三早上8点约个健身课; 你:周三早上8点到9点已经有工作会议了。健身课要改时间吗？; 用户:改到周三8点吧; 你:好的，要提前多久提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,运动,约个健身课,,,`2025-06-25 08:00:00,,`2025-06-25 07:45:00,否,,,,周三8点,,提前15分钟
用户:帮我把周四晚上8点记个应酬; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,应酬,应酬,,,`2025-06-26 20:00:00,`2025-06-26 21:00:00,`2025-06-26 19:00:00,否,,,,周四晚上8点,周四晚上9点,周四晚上7点
用户:帮我在周五12点记个面谈哈; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,面谈,面谈,,,`2025-06-27 12:00:00,,`2025-06-27 11:45:00,否,,,,周五12点,,提前15分钟
用户:这周日晚上7点帮我记个亲友聚餐; 你:好的，需要提前多久提醒你呢？; 用户:提前15分钟吧,`2025-06-24 03:32:18,日程,聚会,亲友聚餐,,亲友,`2025-06-29 19:00:00,,`2025-06-29 18:45:00,否,,,,这周日晚上7点,,这周日晚上6点45分
用户:帮我记一下下周一11点有个产品策划会; 你:下周一11点到12点已经有客户拜访了。产品策划会要换个时间吗？; 用户:改到下周二下午2点吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,会议,产品策划会,,,`2025-07-01 14:00:00,`2025-07-01 15:00:00,`2025-07-01 11:00:00,否,,,,下周二下午2点,下周二下午3点,下周二上午11点
用户:帮我记下下周二下午3点有个项目汇报; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,汇报,有个项目汇报,,,`2025-07-01 15:00:00,,`2025-07-01 14:00:00,否,,,,下周二下午3点,,下周二下午2点
用户:帮我记下下周三晚上8点有个客户应酬; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-24 03:32:18,日程,应酬,客户应酬,,客户,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 19:45:00,否,,,,下周三晚上8点,下周三晚上10点,下周三晚上7点45分
用户:帮我记下下周五晚上八点有个团队聚餐; 你:好嘞，聚会要持续多久啊？; 用户:大概两小时吧; 你:提前两小时提醒你，可以吗？; 用户:ok,`2025-06-24 03:32:18,日程,聚会,团队聚餐,,,`2025-07-04 20:00:00,`2025-07-04 22:00:00,`2025-07-04 18:00:00,否,,,,下周五晚上八点,下周五晚上十点,下周五晚上六点
用户:帮我记一下下周六下午4点有个团队会议; 你:下周六下午4点到6点已经有客户拜访。团队会议要换个时间吗？; 用户:改到下周六晚上7点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,日程,会议,团队会议,,,`2025-07-05 19:00:00,`2025-07-05 21:00:00,`2025-07-05 16:00:00,否,,,,下周六晚上7点,下周六晚上9点,下周六下午4点
用户:下周日下午2点帮我记个健身计划吧; 你:好嘞，提前3小时叫你，成不？; 用户:ok,`2025-06-24 03:32:18,待办,运动,健身计划,,,`2025-07-06 14:00:00,,`2025-07-06 11:00:00,否,,,,下周日下午2点,,提前3小时
用户:帮我记下下周日15点有个家长会; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-24 03:32:18,日程,家长会,家长会,,,`2025-07-06 15:00:00,`2025-07-06 16:00:00,`2025-07-06 14:00:00,否,,,,下周日15点,下周日16点,下周日14点
用户:帮我记下今天下午1点有个项目会议; 你:好嘞，要开多久啊？; 用户:大概2小时吧; 你:提前1小时提醒你成不？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目会议,,,`2025-06-25 13:00:00,`2025-06-25 15:00:00,`2025-06-25 12:00:00,否,,,,今天下午1点,今天下午3点,今天中午12点
用户:帮我记下明天晚上6点有个项目会议; 你:好的，大概要开多久呀？; 用户:差不多2小时吧; 你:提前1小时提醒你，可以吗？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目会议,,,`2025-06-26 18:00:00,`2025-06-26 20:00:00,`2025-06-26 17:00:00,否,,,,明天晚上6点,明天晚上8点,明天下午5点
用户:后天下午5点帮我记个应酬; 你:好嘞，大约要多久时间啊？; 用户:差不多2小时吧; 你:提前1小时提醒你行么？; 用户:可以,`2025-06-25 01:33:19,日程,应酬,应酬,,,`2025-06-27 17:00:00,`2025-06-27 19:00:00,`2025-06-27 16:00:00,否,,,,后天下午5点,后天晚上7点,后天下午4点
用户:这周日4点我想去健身; 你:周日下午4点到6点已经有团建活动了。健身要改时间吗？; 用户:那改到下午2点吧; 你:好的，大概练多久啊？; 用户:大概2小时吧; 你:提前半小时喊你，行不？; 用户:可以,`2025-06-25 01:33:19,日程,运动,去健身,,,`2025-06-29 14:00:00,`2025-06-29 16:00:00,`2025-06-29 13:30:00,否,,,,这周日下午2点,这周日下午4点,这周日下午1点30分
用户:帮我记下下周一14点有个客户拜访; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,拜访,有个客户拜访,,客户,`2025-06-30 14:00:00,`2025-06-30 15:00:00,`2025-06-30 13:00:00,否,,,,下周一14点,下周一15点,下周一13点
用户:帮我记下下周二9点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,会议,项目会议,,,`2025-07-01 09:00:00,`2025-07-01 10:00:00,`2025-07-01 08:00:00,否,,,,下周二9点,下周二10点,下周二8点
用户:帮我记下下周三9点有个项目碰头会; 你:下周三早上9点已经有供应商会议了。项目碰头会要换个时间不？; 用户:改到11点吧; 你:得嘞，会持续多久啊？; 用户:大概2小时吧; 你:提前2小时叫你，好不好？; 用户:ok,`2025-06-25 01:33:19,日程,会议,项目碰头会,,,`2025-07-02 11:00:00,`2025-07-02 13:00:00,`2025-07-02 09:00:00,否,,,,下周三11点,下周三1点,下周三9点
用户:下周四17点帮我记个健身计划啊; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,运动,健身计划,,,`2025-07-03 17:00:00,`2025-07-03 19:00:00,`2025-07-03 14:00:00,否,,,,下周四17点,下周四19点,下周四14点
用户:帮我记下下周五下午3点有个项目汇报会; 你:好的，这个会要开多久啊？; 用户:大概2个小时吧。; 你:需要提前多久提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,会议,项目汇报会,,,`2025-07-04 15:00:00,`2025-07-04 17:00:00,`2025-07-04 14:00:00,否,,,,下周五下午3点,下周五下午5点,下周五下午2点
用户:帮我记一下下周六10点有个健身课; 你:下周六10点到12点已经有团队会议了。健身课要换个时间吗？; 用户:改到下午2点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,运动,健身课,,,`2025-07-05 14:00:00,`2025-07-05 16:00:00,`2025-07-05 10:00:00,否,,,,下周六下午2点,下周六下午4点,下周六上午10点
用户:帮我记下下周日晚上8点有个健身课; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,运动,健身课,,,`2025-07-06 20:00:00,`2025-07-06 22:00:00,`2025-07-06 19:00:00,否,,,,下周日晚上8点,下周日晚上10点,下周日晚上7点
用户:帮我记一下下周日午1点有个客户拜访; 你:好的，需要提前多久提醒您呀？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,拜访,有个客户拜访,,客户,`2025-07-06 13:00:00,,`2025-07-06 12:00:00,否,,,,下周日午1点,,提前1小时
用户:帮我记一下今天10点有个商务会议; 你:今天上午10点到11点已经有客户拜访了。商务会议要换个时间吗？; 用户:改到下午2点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,有个商务会议,,,`2025-06-26 14:00:00,`2025-06-26 15:00:00,`2025-06-26 10:00:00,否,,,,今天下午2点,今天下午3点,今天上午10点
用户:帮我记下明天晚上8点有个客户约见; 你:好的，大概要持续多久呀？; 用户:大概1小时左右吧; 你:提前15分钟提醒你可以吗？; 用户:没问题,`2025-06-26 01:21:47,日程,约见,有个客户约见,,客户,`2025-06-27 20:00:00,`2025-06-27 21:00:00,`2025-06-27 19:45:00,否,,,,明天晚上8点,明天晚上9点,明天晚上7点45分
用户:后天早上8点帮我记个工作会议哈; 你:好的，要持续多长时间啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:ok,`2025-06-26 01:21:47,日程,会议,工作会议,,,`2025-06-28 08:00:00,`2025-06-28 10:00:00,`2025-06-28 07:45:00,否,,,,后天早上8点,后天早上10点,后天早上7点45分
用户:下周一9点我想去看牙医; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-26 01:21:47,日程,医疗,去看牙医,,,`2025-06-30 09:00:00,,`2025-06-30 06:00:00,否,,,,下周一9点,,下周一6点
用户:这周日下午6点帮我记个家庭聚餐; 你:好的亲，聚餐大概要多久呀？; 用户:差不多1个小时吧; 你:那我提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-26 01:21:47,日程,家庭,家庭聚餐,,,`2025-06-29 18:00:00,`2025-06-29 19:00:00,`2025-06-29 17:45:00,否,,,,这周日下午6点,这周日下午7点,这周日下午5点45分
用户:帮我记下下周一晚上7点有个健身课; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-26 01:21:47,日程,运动,有个健身课,,,`2025-06-30 19:00:00,,`2025-06-30 18:45:00,否,,,,下周一晚上7点,,下周一晚上6点45分
用户:帮我记一下下周二7点有个项目汇报会; 你:下周二7点到8点已经有客户约见了。汇报会要改个时间吗？; 用户:改到19点。; 你:好的，大概要开多久啊？; 用户:大概2小时吧。; 你:提前1小时提醒你，行不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,项目汇报会,,,`2025-07-01 19:00:00,`2025-07-01 21:00:00,`2025-07-01 18:00:00,否,,,,下周二19点,下周二21点,下周二18点
