query_hist,current_time,生成结果
用户:七点一刻去公园,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去公园\"",\n  \""place\"": \""公园\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 19:15:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:周日下午3点去机场,2025-07-04 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去机场\"",\n  \""place\"": \""机场\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 15:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:下周三晚上9点去机场,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去机场\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250709 21:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:周三上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250709 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:这周三上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""医院\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250709 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:这周六上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下周一上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""医院\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250707 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:下周六上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250712 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下周日上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:下下周三上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250716 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:7月29号上午9点我要去医院体检,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250729 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下个月上午9点我要去医院体检,2025-07-04 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""医院\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250804 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:2025年9月29号上午9点我要去医院体检,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""健康\"",\n  \""content\"": \""去医院体检\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250929 09:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:今天晚上约龙江一起吃个饭,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""约见\"",\n  \""content\"": \""和龙江一起吃饭\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""龙江\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:后天早晨坐火车去南京帮我记一下,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""坐火车去南京\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250707 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:明天博览会,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""明天去博览会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250706 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:帮我记一下，明天早上我要买个手手机,2025-07-05 14:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""购物\"",\n  \""content\"": \""买个手机\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250706 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下周一开需求评审会,2025-07-05 14:18:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开需求评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""下周一\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:星期天下午要去看一场电影,2025-07-05 13:16:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""娱乐\"",\n  \""content\"": \""看电影\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:明天下午我和玉龙有一个沟通会,2025-07-05 16:24:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""和玉龙有一个沟通会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""玉龙\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250706 12:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:明早起床后读半小时书,2025-07-05 12:54:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""学习\"",\n  \""content\"": \""明早起床后读半小时书\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:今晚去取快递,2025-07-05 11:22:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""生活\"",\n  \""content\"": \""去取快递\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:今晚8点去跑步,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""运动\"",\n  \""content\"": \""去跑步\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:周日去跑步,2025-07-05 09:29:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""运动\"",\n  \""content\"": \""去跑步\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250706 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:9月3号，我和李总约了吃饭,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""约见\"",\n  \""content\"": \""和李总吃饭\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""李总\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250903 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:9月17号我要开一个需求评审会,2025-07-05 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开需求评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250917 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:后天我要开一个汇报会,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开一个汇报会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250707 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:9月3日是反法西斯纪念日，帮我记个日程，庆贺一下,2025-07-05 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""纪念\"",\n  \""content\"": \""庆贺反法西斯纪念日\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250903 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:12月14号下午; 你:好嘞，啥事啊？; 用户:开需求会,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开需求会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20251214 12:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8月1日全天参加博览会,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加博览会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250801 00:00:00\"",\n  \""end_time\"": \""20250801 23:59:59\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:9月1日至3日参加博览会,2025-07-05 10:34:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""参加博览会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250901 08:00:00\"",\n  \""end_time\"": \""20250903 18:00:00\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:后天约起来约着一起去逛一逛; 你:收到嘞，啥时候开始啊？能搞多久？; 用户:后天上午9点，出去逛个两个小时,2025-07-05 21:12:00,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""一起逛一逛\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250707 09:00:00\"",\n  \""end_time\"": \""20250707 11:00:00\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:提醒我明天取干洗衣物; 你:好嘞，几点提醒你？; 用户:七点提醒我，谢谢。,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""生活\"",\n  \""content\"": \""取干洗衣物\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 07:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250706 07:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:帮我记一下，后天上午3:00~5:00开需求会，在方正大厦提前半个小时提醒我,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开需求会\"",\n  \""place\"": \""方正大厦\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250707 03:00:00\"",\n  \""end_time\"": \""20250707 05:00:00\"",\n  \""remind_time\"": \""20250707 02:30:00\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:帮我记一下，我要买个手手机; 你:好嘞，啥时候提醒你呀？; 用户:明天早上吧,2025-07-05 10:34:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""购物\"",\n  \""content\"": \""买个手机\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""明天早上8:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:提醒我下周二给妈妈打电话; 你:没问题，几点提醒你？; 用户:中午十二点提醒我,2025-07-05 14:46:28,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给妈妈打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""妈妈\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250708 12:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250708 12:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:记下周末要洗车; 你:没问题，啥时候提醒你？; 用户:今晚10点提醒我,2025-07-05 09:34:44,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""生活\"",\n  \""content\"": \""周末要洗车\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250712 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250705 22:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:帮我建个日程; 你:好嘞，记啥事？啥时候开始？; 用户:明天中午11点,2025-07-05 09:36:35,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""工作\"",\n  \""content\"": \""新建日程\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 11:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下午5点要开一个小时的讨论会; 你:下午5点半还有出去聚餐，可能比较赶，开一个小时的讨论会需要改个时间吗？; 用户:讨论会往前半个小时吧,2025-07-05 09:34:12,"{""result"":""{\n \""scene_id\"": 3,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开讨论会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 16:30:00\"",\n  \""end_time\"": \""20250705 17:30:00\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:帮我创建一个日程; 你:没问题，啥事？啥时候开始？; 用户:下周六晚上10:30; 你:好嘞，多久开始？在哪儿啊？; 用户:在海鲜面馆,2025-07-05 09:41:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""美食\"",\n  \""content\"": \""就餐\"",\n  \""place\"": \""海鲜面馆\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250712 22:30:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
