query_hist,current_time,生成结果
周四上午十点绘制项目进度甘特图,2025-06-25 08:13:16,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""绘制项目进度甘特图"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""上午十点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 08:13:16""}}"
周五全天供应商合作洽谈会议,2025-06-25 09:01:48,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""供应商合作洽谈会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 08:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 09:01:48""}}"
帮我记下周三下午2点选购新鲜水果，到时提醒我一下,2025-06-25 09:49:39,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""选购新鲜水果"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":"""",""remind_time"":""2025-07-02 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 09:49:39""}}"
周六上午十点员工培训体系优化研讨会,2025-06-25 09:52:06,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""员工培训体系优化研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""上午十点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 09:52:06""}}"
明天早上7点送孩子比赛,2025-06-25 10:27:43,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""送孩子比赛"",""place"":"""",""related_person"":""孩子"",""start_date_chinese"":""明天"",""start_time_chinese"":""早上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 07:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 10:27:43""}}"
周日早上9点带父母体检,2025-06-25 10:34:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""健康"",""content"":""带父母体检"",""place"":"""",""related_person"":""父母"",""start_date_chinese"":""周日"",""start_time_chinese"":""早上9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 09:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 10:34:20""}}"
明天晚上9点直播带货,2025-06-25 10:54:57,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""直播"",""content"":""直播带货"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 21:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 10:54:57""}}"
明天下午四点开发新业务渠道,2025-06-25 10:58:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""开发新业务渠道"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午四点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 16:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 10:58:20""}}"
周五全天季度销售业绩分析会,2025-06-25 11:27:41,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""季度销售业绩分析会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 08:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 11:27:41""}}"
明天上午十一点合同条款修订审核会,2025-06-25 11:54:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""合同条款修订审核会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 11:54:31""}}"
下周五晚上8点线上读书会,2025-06-25 12:11:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""读书"",""content"":""线上读书会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 12:11:47""}}"
明天下午1点学术课题研讨会,2025-06-25 12:18:27,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""学术课题研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 13:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 12:18:27""}}"
下周五晚上6点公司年会,2025-06-25 12:42:54,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""公司年会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 12:42:54""}}"
周日全天整理儿童房,2025-06-25 13:24:32,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""整理儿童房"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 08:00:00"",""end_time"":""2025-06-29 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 13:24:32""}}"
周六下午1点剪头发，到时提醒我一下,2025-06-25 13:39:44,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""剪头发"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""下午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 13:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 13:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 13:39:44""}}"
下周一全天需求优先级会议,2025-06-25 13:55:34,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""需求优先级会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 08:00:00"",""end_time"":""2025-06-30 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 13:55:34""}}"
本月29号产品上线复盘会,2025-06-25 14:01:26,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""产品上线复盘会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月29号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 14:01:26""}}"
后天下午三点半需求讨论会,2025-06-25 14:21:04,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""需求讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""三点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 15:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 14:21:04""}}"
本月30号客户需求对接会,2025-06-25 14:32:14,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户需求对接会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月30号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 14:32:14""}}"
帮我记下周五晚上6点生日派对,2025-06-25 15:09:39,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""聚会"",""content"":""生日派对"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 18:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 15:09:39""}}"
本月28号整理员工档案，到时提醒我一下,2025-06-25 15:24:13,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""整理员工档案"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月28号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 15:24:13""}}"
周五中午12点约了牙医,2025-06-25 16:45:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""约了牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 12:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 16:45:51""}}"
本月30号处理应收款，到时提醒我一下,2025-06-25 16:48:19,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""应酬"",""content"":""处理应收款"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月30号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 16:48:19""}}"
后天上午十一点团队凝聚力建设研讨会,2025-06-25 16:57:39,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队凝聚力建设研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 16:57:39""}}"
明天九点用户研究会议,2025-06-25 17:35:18,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""用户研究会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""九点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 09:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 17:35:18""}}"
下周二上午10点挑选床上用品，到时提醒我一下,2025-06-25 17:49:52,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""挑选床上用品"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 10:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 17:49:52""}}"
本月最后一个周五新员工座谈会,2025-06-25 17:54:05,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""新员工座谈会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月最后一个周五"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 17:54:05""}}"
周六全天加班,2025-06-25 18:04:39,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""加班"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":""2025-06-28 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 18:04:39""}}"
周六全天家装监工,2025-06-25 19:02:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""家装监工"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":""2025-06-28 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 19:02:38""}}"
明天下午3点重点大客户拜访,2025-06-25 19:16:33,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""重点大客户拜访"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 19:16:33""}}"
本月最后一个工作日交评估报告，到时提醒我一下,2025-06-25 19:30:23,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""交评估报告"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月最后一个工作日"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 19:30:23""}}"
下周三全天讨论企业文化建设方案,2025-06-25 20:20:54,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""讨论企业文化建设方案"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 20:20:54""}}"
下周五全天产品售后服务优化会,2025-06-25 20:27:59,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""产品售后服务优化会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 08:00:00"",""end_time"":""2025-07-04 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 20:27:59""}}"
本月31号联系供应商补货,2025-06-25 20:37:42,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""联系供应商补货"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月31号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 20:37:42""}}"
周四上午十一点见老友叙旧,2025-06-25 20:38:55,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""见老友叙旧"",""place"":"""",""related_person"":""老友"",""start_date_chinese"":""周四"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 20:38:55""}}"
明天下午四点市场渠道拓展规划会议,2025-06-25 20:53:59,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""市场渠道拓展规划会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午四点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 16:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 20:53:59""}}"
后天上午十一点信息化系统升级论证会,2025-06-25 21:19:13,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""信息化系统升级论证会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 21:19:13""}}"
周日早上8点钓鱼,2025-06-25 21:48:53,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""钓鱼"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 21:48:53""}}"
本月25号还花呗，到时提醒我一下,2025-06-25 21:55:39,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""还花呗"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月25号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 21:55:39""}}"
下周二上午10点疫苗预约,2025-06-25 22:44:22,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""疫苗预约"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 22:44:22""}}"
帮我记下下个月8号供应商合作评估会,2025-06-25 23:21:07,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""供应商合作评估会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下个月8号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 23:21:07""}}"
下周六全天自驾游,2025-06-25 23:44:06,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""自驾游"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 08:00:00"",""end_time"":""2025-07-05 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 23:44:06""}}"
后天上午11点验房,2025-06-25 23:57:37,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""验房"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""上午11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 23:57:37""}}"
本月30号现场处理问题,2025-06-26 00:00:16,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""现场处理问题"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月30号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 00:00:16""}}"
记一下明天晚上8点线上培训,2025-06-26 00:30:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""线上培训"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 00:30:17""}}"
本月15号整理衣柜，到时提醒我一下,2025-06-26 00:30:55,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""整理"",""content"":""整理衣柜"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月15号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 00:30:55""}}"
明天中午12点约了老李打高尔夫,2025-06-26 01:19:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""约了老李打高尔夫"",""place"":"""",""related_person"":""老李"",""start_date_chinese"":""明天"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 12:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:19:20""}}"
下周三全天撰写方案初稿,2025-06-26 01:21:02,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""撰写方案初稿"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:02""}}"
下周日全天家庭日,2025-06-26 02:05:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""家庭日"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 08:00:00"",""end_time"":""2025-07-06 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 02:05:20""}}"
帮我记下下周三中午12点商务午餐,2025-06-26 02:53:23,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""商务午餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 12:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 02:53:23""}}"
后天晚上7点半购买日用品，到时提醒我一下,2025-06-26 02:56:05,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""购买日用品"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""晚上7点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 19:30:00"",""end_time"":"""",""remind_time"":""2025-06-28 19:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 02:56:05""}}"
后天下午两点分析市场调研数据,2025-06-26 03:18:57,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""分析市场调研数据"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""下午两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 03:18:57""}}"
