query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time_not_right,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_date_chinese,start_time_chinese,end_date_chinese,end_time_chinese,remind_date_chinese,remind_time_chinese
早上开会前记得打印会议材料,`2025-06-27 13:58:28,待办,工作,打印会议材料,,,否,1,,,,否,,,,,,,,早上,
双十一提醒我抢购,`2025-06-27 13:58:28,待办,购物,抢购,,,否,1,,,,否,,,,,,,,双十一,
每季度末提醒备份电脑文件,`2025-06-27 13:58:28,待办,健康,提醒备份电脑文件,,,否,1,,,,是,季,末,,,,,,,
遛狗时顺便取快递,`2025-06-27 13:58:28,待办,购物,取快递,,,否,1,,,,否,,,,,,,,,
姨妈来之前三天提醒我买卫生巾,`2025-06-27 13:58:28,待办,健康,买卫生巾,,,否,1,,,,否,,,,,,,,,
看到好看的盆栽记得提醒我周末去买,`2025-06-27 13:58:28,待办,购物,看到好看的盆栽,,,否,1,,,,否,,,,,,,,周末,
每次发工资后存2000到理财账户,`2025-06-27 13:58:28,待办,理财,每次发工资后存2000到理财账户,,,否,1,,,,是,月,1,,,,,,,
感冒药快吃完时要补货,`2025-06-27 13:58:28,待办,健康,感冒药快吃完时要补货,,,否,1,,,,否,,,,,,,,,
下雨天提醒我带伞,`2025-06-27 13:58:28,待办,健康,带伞,,,否,1,,,,否,,,,,,,,,
健身完记得喝蛋白粉,`2025-06-27 13:58:28,待办,健康,喝蛋白粉,,,否,1,,,,否,,,,,,,,,
今天下午三点要跟老王视频会议,`2025-06-27 13:58:28,日程,会议,跟老王视频会议,,老王,是,0,`2025-06-27 15:00:00,,,否,,,,,下午3点,,,,
明天晚上七点记得买生日蛋糕,`2025-06-27 13:58:28,待办,购物,买生日蛋糕,,,是,0,`2025-06-28 19:00:00,,`2025-06-28 19:00:00,否,,,,明天,晚上七点,,,明天,晚上七点
周五帮我预约牙医，最好是上午,`2025-06-27 13:58:28,日程,就医,预约牙医,,,否,1,,,,否,,,,周五,上午,,,,
下周一交季度报告别忘了,`2025-06-27 13:58:28,待办,工作,交季度报告,,,否,1,,,,否,,,,下周一,,,,,
这周六闺蜜婚礼，提前两小时提醒我,`2025-06-27 13:58:28,日程,应酬,闺蜜婚礼,,闺蜜,否,1,,,,否,,,,这周六,,,,这周六,提前两小时
记得提醒我每周三晚上八点健身课,`2025-06-27 13:58:28,待办,运动,健身课,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,3,,,晚上8点,,,,晚上8点
双十一晚上零点抢购，设个提醒,`2025-06-27 13:58:28,待办,购物,抢购,,,是,0,`2025-06-27 00:00:00,,`2025-11-11 00:00:00,否,,,,,晚上零点,,,双十一,晚上零点
每个月5号还房贷，持续提醒,`2025-06-27 13:58:28,待办,健康,还房贷,,,否,1,,,,是,月,5,,每个月5号,,,,每个月5号,
下个月15号是妈妈生日，提前一周提醒我准备礼物,`2025-06-27 13:58:28,待办,家庭,准备礼物,,妈妈,否,1,,,,否,,,,下个月15号,,,,下个月8号,
每天早上八点叫我起床,`2025-06-27 13:58:28,待办,健康,叫我起床,,,是,0,`2025-06-28 08:00:00,,,是,日,1,,,早上8点,,,,
这周末大扫除，周六周日各提醒一次,`2025-06-27 13:58:28,待办,家庭,大扫除,,,否,1,,,,否,,,,这周末,,,,"周六,周日",各提醒一次
明天记得提醒我有个会要开,`2025-06-27 13:58:28,待办,会议,有个会要开,,,否,1,,,,否,,,,,,,,明天,
帮我记一下周五要交水电费,`2025-06-27 13:58:28,待办,生活,交水电费,,,否,1,,,,否,,,,周五,,,,,
下个月5号记得告诉我妈生日要到了,`2025-06-27 13:58:28,待办,家庭,告诉妈妈生日要到了,,妈妈,否,1,,,,否,,,,下个月5号,,,,下个月5号,
记着周三下午三点要去看牙医,`2025-06-27 13:58:28,日程,就医,去看牙医,,,是,0,`2025-07-02 15:00:00,,,否,,,,周三,下午三点,,,,
帮我存一下健身房会员卡月底到期,`2025-06-27 13:58:28,待办,健康,健身房会员卡到期,,,否,1,,,,否,,,,,,,,,
别忘了提醒我周日要给车加油,`2025-06-27 13:58:28,待办,,给车加油,,,否,1,,,,否,,,,,,,,周日,
记一下下周二要带猫去打疫苗,`2025-06-27 13:58:28,待办,健康,带猫去打疫苗,,,否,1,,,,否,,,,下周二,,,,,
帮我记着每个月15号还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,15,,每个月15号,,,,,
周四早上记得提醒我有个快递要取,`2025-06-27 13:58:28,待办,购物,有个快递要取,,,否,1,,,,否,,,,,,,,周四,早上
记得提醒我每个月20号要交房租,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,是,月,20,,,,,,每个月20号,
晚上8点给爸妈打个电话,`2025-06-27 13:58:28,待办,,给爸妈打个电话,,爸妈,是,0,`2025-06-27 20:00:00,,,否,,,,,晚上8点,,,,
下午3点和客户视频会议别忘了,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-27 15:00:00,,,否,,,,,下午3点,,,,
下周一生日趴提前买好礼物,`2025-06-27 13:58:28,待办,购物,提前买好礼物,,,否,1,,,,否,,,,,,,,,
明早9点交周报别迟到,`2025-06-27 13:58:28,待办,工作,交周报,,,是,0,`2025-06-28 09:00:00,,,否,,,,明早,9点,,,,
每月5号记得还信用卡,`2025-06-27 13:58:28,待办,财务,还信用卡,,,否,1,,,,是,月,5,,,,,,,
下周三下午带狗去打疫苗,`2025-06-27 13:58:28,日程,健康,带狗去打疫苗,,,否,1,,,,否,,,,下周三,下午,,,,
每天睡前要吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 21:00:00,,,是,日,1,,,每天睡前,,,,
周五下班前把方案发给老板,`2025-06-27 13:58:28,待办,工作,把方案发给老板,,老板,否,1,,,,否,,,,周五,,,,,
这周日别忘了去健身房,`2025-06-27 13:58:28,待办,运动,去健身房,,,否,1,,,,否,,,,,,,,,
明天早上9点要跟老王视频会议，提醒我一下,`2025-06-27 13:58:28,日程,会议,跟老王视频会议,,老王,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上9点,,,明天,早上9点
后天下午3点去医院复查牙齿，别忘了,`2025-06-27 13:58:28,日程,就医,去医院复查牙齿,,,是,0,`2025-06-29 15:00:00,,,否,,,,后天,下午3点,,,,
这周五晚上7点闺蜜生日聚餐，帮我设置个提醒,`2025-06-27 13:58:28,日程,约见,闺蜜生日聚餐,,闺蜜,是,0,`2025-06-27 19:00:00,,`2025-06-27 19:00:00,否,,,,这周五,晚上7点,,,这周五,晚上7点
下个月5号要交房租了，记在待办里,`2025-06-27 13:58:28,待办,,交房租,,,否,1,,,,否,,,,下个月5号,,,,,
每天早上8点记得提醒我吃维生素,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
每周三晚上8点有瑜伽课，帮我记录下,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三,晚上8点,,,,
这周末要带狗狗去宠物店洗澡，记一下,`2025-06-27 13:58:28,日程,宠物护理,带狗狗去宠物店洗澡,宠物店,,否,1,,,,否,,,,这周末,,,,,
下周二上午10点有个重要的客户提案，帮我设置提醒,`2025-06-27 13:58:28,日程,工作,重要的客户提案,,客户,是,0,`2025-07-01 10:00:00,,`2025-07-01 10:00:00,否,,,,下周二,上午10点,,,下周二,上午10点
记得提醒我每周日给妈妈打电话,`2025-06-27 13:58:28,待办,通讯,给妈妈打电话,,妈妈,否,1,,,,是,周,7,,,每周日,,,,
下周四下午4点要参加孩子的家长会，别忘了,`2025-06-27 13:58:28,日程,家庭,参加孩子的家长会,,孩子,是,0,`2025-07-03 16:00:00,,,否,,,,下周四,下午4点,,,,
明天早上9点要跟客户视频会议,`2025-06-27 13:58:28,日程,会议,跟客户视频会议,,客户,是,0,`2025-06-28 09:00:00,,,否,,,,明天,早上9点,,,,
后天中午12点在楼下的川菜馆请老王吃饭,`2025-06-27 13:58:28,日程,美食,请老王吃饭,楼下的川菜馆,老王,是,0,`2025-06-29 12:00:00,,,否,,,,后天,中午12点,,,,
这周六下午3点记得去健身房,`2025-06-27 13:58:28,待办,运动,去健身房,,,是,0,`2025-06-28 15:00:00,,,否,,,,这周六,下午3点,,,,
下周三上午10点半有个医院体检预约,`2025-06-27 13:58:28,日程,就医,医院体检预约,,,是,0,`2025-07-02 10:30:00,,,否,,,,下周三,上午10点半,,,,
记得提醒我每个月5号交水电费,`2025-06-27 13:58:28,待办,健康,交水电费,,,否,1,,,,是,月,5,,,,,,,
周四晚上7点要参加表弟的生日聚餐,`2025-06-27 13:58:28,日程,应酬,参加表弟的生日聚餐,,表弟,是,0,`2025-07-03 19:00:00,,,否,,,,周四,晚上7点,,,,
每天早上8点记得提醒我吃降压药,`2025-06-27 13:58:28,待办,健康,吃降压药,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
双十一晚上8点帮我设置抢购提醒,`2025-06-27 13:58:28,待办,购物,设置抢购提醒,,,是,0,`2025-11-11 20:00:00,,`2025-11-11 20:00:00,否,,,,双十一,晚上8点,,,双十一,晚上8点
下个月15号是结婚纪念日，记得提醒我买花,`2025-06-27 13:58:28,待办,纪念日,结婚纪念日,,,否,1,,,,否,,,,下个月15号,,,,下个月15号,
每周一早上9点半要开部门晨会,`2025-06-27 13:58:28,日程,会议,开部门晨会,,,是,0,`2025-06-30 09:30:00,,,是,周,1,,每周一,早上9点半,,,,
明天下午三点跟老王约了咖啡 ,`2025-06-27 13:58:28,日程,约见,跟老王约了咖啡,,老王,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午三点,,,,
下周二早上九点团队周例会别忘了  ,`2025-06-27 13:58:28,日程,会议,团队周例会,,,是,0,`2025-07-01 09:00:00,,,否,,,,下周二,早上九点,,,,
周五晚上七点半记得订生日蛋糕  ,`2025-06-27 13:58:28,待办,健康,订生日蛋糕,,,是,0,`2025-06-27 19:30:00,,`2025-06-27 19:30:00,否,,,,周五,晚上七点半,,,周五,晚上七点半
这周六上午十点带娃去上钢琴课  ,`2025-06-27 13:58:28,日程,学习,带娃去上钢琴课,,,是,0,`2025-06-28 10:00:00,,,否,,,,这周六,上午十点,,,,
下个月15号记得交房租水电费,`2025-06-27 13:58:28,待办,生活,交房租水电费,,,否,1,,,,否,,,,下个月15号,,,,下个月15号,
帮我记一下每周三晚上八点的瑜伽课  ,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,,晚上8点,,,,
双十一凌晨记得抢购要囤的日用品  ,`2025-06-27 13:58:28,待办,购物,抢购要囤的日用品,,,否,1,,,,否,,,,双十一凌晨,凌晨,,,双十一,凌晨
每年清明节都要回老家扫墓  ,`2025-06-27 13:58:28,日程,家庭,回老家扫墓,,,否,1,,,,是,年,0404,,清明节,,,,,
元旦假期最后一天写年终总结,`2025-06-27 13:58:28,备忘,工作,年终总结,,,否,1,,,,否,,,,,,,,,
明天下午3点跟客户视频会议,`2025-06-27 13:58:28,日程,会议,跟客户视频会议,,客户,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
这周五晚上7点姐妹聚餐别忘了,`2025-06-27 13:58:28,日程,约见,姐妹聚餐,,姐妹,是,0,`2025-06-27 19:00:00,,,否,,,,这周五,晚上7点,,,,
下个月10号记得还房贷,`2025-06-27 13:58:28,待办,健康,还房贷,,,否,1,,,,否,,,,下个月10号,,,,下个月10号,
周日早上8点健身课调成了9点半,`2025-06-27 13:58:28,日程,运动,健身课,,,是,0,`2025-06-29 09:30:00,,,否,,,,周日,9点半,,,,
下周三临时要出差去上海,`2025-06-27 13:58:28,日程,差旅,临时要出差去上海,上海,,否,1,,,,否,,,,,,,,,
这周末记得给妈妈买生日礼物,`2025-06-27 13:58:28,待办,购物,给妈妈买生日礼物,,妈妈,否,1,,,,否,,,,这周末,,,,这周末,
今天下班前要发项目进度报告,`2025-06-27 13:58:28,待办,工作,发项目进度报告,,,否,1,,,,否,,,,,今天下班前,,,,
后天早上10点部门团建,`2025-06-27 13:58:28,日程,应酬,部门团建,,,是,0,`2025-06-29 10:00:00,,,否,,,,后天,早上10点,,,,
大后天下午两点约了牙医洗牙,`2025-06-27 13:58:28,日程,就医,约了牙医洗牙,,牙医,是,0,`2025-06-29 14:00:00,,,否,,,,大后天,下午两点,,,,
下个月15号信用卡自动还款,`2025-06-27 13:58:28,待办,财务,信用卡自动还款,,,否,1,,,,否,,,,下个月15号,,,,,
晚上8点提醒我吃维生素,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,否,,,,,晚上8点,,,,晚上8点
下周记得买狗粮，快吃完了,`2025-06-27 13:58:28,待办,购物,买狗粮,,,否,1,,,,否,,,,,,,,下周,
15号发工资后记得转2000到储蓄账户,`2025-06-27 13:58:28,待办,财务,发工资后记得转2000到储蓄账户,,,否,1,,,,否,,,,15号,,,,,
帮我记一下每月5号交水电费,`2025-06-27 13:58:28,待办,生活,交水电费,,,否,1,,,,是,月,5,,每月5号,,,,,
下周二下午4点要带猫去打疫苗,`2025-06-27 13:58:28,日程,就医,带猫去打疫苗,,,是,0,`2025-07-01 16:00:00,,,否,,,,下周二,下午4点,,,,
周四晚上7点半有线上瑜伽课,`2025-06-27 13:58:28,日程,运动,线上瑜伽课,,,是,0,`2025-07-03 19:30:00,,,否,,,,周四,晚上7点半,,,,
明天中午12点和张总约了商务午餐,`2025-06-27 13:58:28,日程,约见,商务午餐,,张总,是,0,`2025-06-28 12:00:00,,,否,,,,明天,中午12点,,,,
下个月20号是结婚纪念日，提前订餐厅,`2025-06-27 13:58:28,日程,纪念日,结婚纪念日,,,否,1,,,,否,,,,下个月20号,,,,,
每天早上7点提醒我喝一杯温水,`2025-06-27 13:58:28,待办,健康,喝一杯温水,,,是,0,`2025-06-28 07:00:00,,`2025-06-28 07:00:00,是,日,1,,,早上7点,,,,早上7点
明天下午3点记得提醒我去超市买牛奶,`2025-06-27 13:58:28,待办,购物,去超市买牛奶,,,是,0,`2025-06-27 15:00:00,,`2025-06-28 15:00:00,否,,,,,下午3点,,,明天,下午3点
下周三晚上7点半帮我记一下闺蜜聚餐，地点是老地方咖啡馆,`2025-06-27 13:58:28,日程,约见,闺蜜聚餐,老地方咖啡馆,闺蜜,是,0,`2025-07-02 19:30:00,,,否,,,,下周三,晚上7点半,,,,
这周五医生预约别忘了，上午9点15分,`2025-06-27 13:58:28,日程,就医,医生预约,,医生,是,0,`2025-06-27 09:15:00,,,否,,,,这周五,上午9点15分,,,,
每月8号提醒我还信用卡,`2025-06-27 13:58:28,待办,健康,提醒我还信用卡,,,否,1,,,,是,月,8,,每月8号,,,,每月8号,
下个月5号要交房租了，设置个提醒,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,,,,,下个月5号,
每天早上8点提醒我吃维生素,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
今天下午6点提醒我拿快递，在小区丰巢柜,`2025-06-27 13:58:28,待办,购物,拿快递,小区丰巢柜,,是,0,`2025-06-27 18:00:00,,`2025-06-27 18:00:00,否,,,,,下午6点,,,今天,下午6点
11月15号提醒我预约车辆年检,`2025-06-27 13:58:28,待办,健康,预约车辆年检,,,否,1,,,,否,,,,11月15号,,,,11月15号,
后天中午12点帮我记一下和客户视频会议，用zoom,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-29 12:00:00,,,否,,,,后天,中午12点,,,,
明天早上9点记得给客户回电话,`2025-06-27 13:58:28,待办,通讯,给客户回电话,,客户,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上9点,,,明天,早上9点
下午三点帮我约一下理发店,`2025-06-27 13:58:28,日程,约见,约理发店,,,是,0,`2025-06-27 15:00:00,,,否,,,,,下午3点,,,,
周末去超市买牛奶和鸡蛋,`2025-06-27 13:58:28,待办,购物,买牛奶和鸡蛋,,,否,1,,,,否,,,,,,,,,
下周三交水电费别忘了,`2025-06-27 13:58:28,待办,生活,交水电费,,,否,1,,,,否,,,,,,,,下周三,
周五晚上7点跟老张约饭局记一下,`2025-06-27 13:58:28,日程,约见,跟老张约饭局,,老张,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
记得提醒我每个月5号还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,5,,,,,,,
这周六早上10点健身房私教课,`2025-06-27 13:58:28,日程,运动,健身房私教课,,,是,0,`2025-06-28 10:00:00,,,否,,,,这周六,早上10点,,,,
下个月15号妈妈生日要买礼物,`2025-06-27 13:58:28,待办,家庭,妈妈生日要买礼物,,妈妈,否,1,,,,否,,,,下个月15号,,,,,
每天早上8点提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
后天下午两点部门开会帮我记着,`2025-06-27 13:58:28,日程,会议,部门开会,,,是,0,`2025-06-29 14:00:00,,,否,,,,后天,下午两点,,,,
帮我记下午三点要和老王视频会议,`2025-06-27 13:58:28,日程,会议,和老王视频会议,,老王,是,0,`2025-06-27 15:00:00,,,否,,,,,下午3点,,,,
周末记得提醒我去超市买牛奶,`2025-06-27 13:58:28,待办,购物,去超市买牛奶,,,否,1,,,,否,,,,,,,,周末,
下周二上午十点有个重要的客户演示,`2025-06-27 13:58:28,日程,会议,重要的客户演示,,客户,是,0,`2025-07-01 10:00:00,,,否,,,,下周二,上午十点,,,,
每周三晚上七点记得提醒我上瑜伽课,`2025-06-27 13:58:28,待办,运动,上瑜伽课,,,是,0,`2025-06-27 19:00:00,,`2025-06-27 19:00:00,是,周,3,,,晚上7点,,,每周三,晚上7点
双十一那天提醒我抢购,`2025-06-27 13:58:28,待办,购物,抢购,,,否,1,,,,否,,,,双十一,,,,双十一,
这周五下班前要交季度报告初稿,`2025-06-27 13:58:28,待办,工作,交季度报告初稿,,,否,1,,,,否,,,,这周五,下班前,,,,
每个月5号提醒我交房租,`2025-06-27 13:58:28,待办,健康,交房租,,,否,1,,,,是,月,5,,每个月5号,,,,每个月5号,
过生日那天提醒我给妈妈打个电话,`2025-06-27 13:58:28,待办,,给妈妈打个电话,,妈妈,否,1,,,,否,,,,过生日那天,,,,过生日那天,
记得提醒我每三个月更换一次牙刷,`2025-06-27 13:58:28,待办,健康,更换牙刷,,,否,1,,,,是,月,3,,,,,,,
下周医生复诊时间是周四下午两点半,`2025-06-27 13:58:28,日程,就医,医生复诊,,医生,是,0,`2025-07-03 14:30:00,,,否,,,,下周四,下午两点半,,,,
明天上午9点有个项目例会，帮我记一下,`2025-06-27 13:58:28,日程,会议,项目例会,,,是,0,`2025-06-28 09:00:00,,,否,,,,明天,上午9点,,,,
后天晚上7点半约了朋友看电影，别让我忘了,`2025-06-27 13:58:28,日程,约见,约了朋友看电影,,朋友,是,0,`2025-06-29 19:30:00,,,否,,,,后天,晚上7点半,,,,
下周三10点要交月度报告，提前一天提醒我准备,`2025-06-27 13:58:28,待办,工作,要交月度报告,,,是,0,`2025-07-02 10:00:00,,`2025-07-01 10:00:00,否,,,,下周三,10点,,,下周二,10点
这周五下午3点约了牙医洗牙，记得提醒我带医保卡,`2025-06-27 13:58:28,日程,就医,约了牙医洗牙,,牙医,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,否,,,,这周五,下午3点,,,这周五,下午3点
周末想去超市采购，周六早上10点提醒我列购物清单,`2025-06-27 13:58:28,待办,购物,去超市采购,,,否,1,,,,否,,,,,,,,周六,早上10点
下个月5号是妈妈生日，提前一周提醒我买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,妈妈,否,1,,,,否,,,,下个月5号,,,,下个月5号提前一周,
每周一早上9点提醒我提交周工作计划,`2025-06-27 13:58:28,待办,工作,提交周工作计划,,,是,0,`2025-06-28 09:00:00,,`2025-06-30 09:00:00,是,周,1,,,早上9点,,,每周一,早上9点
月底最后一天提醒我交房租  ,`2025-06-27 13:58:28,待办,,交房租,,,否,1,,,,否,,,,月底最后一天,,,,月底最后一天,
下周四下午2点有个重要客户拜访，提前半小时提醒我检查资料,`2025-06-27 13:58:28,日程,应酬,重要客户拜访,,重要客户,是,0,`2025-07-03 14:00:00,,`2025-07-03 13:30:00,否,,,,下周四,下午2点,,,下周四,下午1点30分
明天下午三点要跟老王开项目进度会，记得带上报表,`2025-06-27 13:58:28,日程,会议,跟老王开项目进度会,,老王,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午三点,,,,
周五记得提醒我去剪头发，都拖了两周了,`2025-06-27 13:58:28,待办,健康,剪头发,,,否,1,,,,否,,,,,,,,周五,
下个月5号是老婆生日，提前订好餐厅和礼物,`2025-06-27 13:58:28,日程,家庭,老婆生日,,老婆,否,1,,,,否,,,,下个月5号,,,,,
每周三晚上7点健身私教课，别又偷懒不去了,`2025-06-27 13:58:28,日程,运动,健身私教课,,,是,0,`2025-06-26 19:00:00,,,是,周,3,,每周三,晚上7点,,,,
这周日爸妈要来家里吃饭，记得买菜别点外卖,`2025-06-27 13:58:28,待办,家庭,买菜别点外卖,,爸妈,否,1,,,,否,,,,这周日,,,,,
双十一记得提醒我抢那款打折的咖啡机,`2025-06-27 13:58:28,待办,购物,抢那款打折的咖啡机,,,否,1,,,,否,,,,双十一,,,,双十一,
每天下午4点要吃药，设个固定提醒,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 16:00:00,,`2025-06-27 16:00:00,是,日,1,,,下午4点,,,,下午4点
月底前要交季度报告，提前三天提醒我写,`2025-06-27 13:58:28,待办,工作,交季度报告,,,否,1,,,,否,,,,月底前,,,,提前三天,
记得设置每月15号还房贷的提醒，别逾期了,`2025-06-27 13:58:28,待办,健康,还房贷,,,否,1,,,,是,月,15,,,,,,每月15号,
周三晚上8点帮我记一下跟客户视频会议,`2025-06-27 13:58:28,日程,会议,跟客户视频会议,,客户,是,0,`2025-07-02 20:00:00,,,否,,,,周三,晚上8点,,,,
这周六上午10点要去看牙医别忘了,`2025-06-27 13:58:28,日程,就医,去看牙医,,,是,0,`2025-06-28 10:00:00,,,否,,,,这周六,上午10点,,,,
每隔三天提醒我浇一次办公室的绿萝,`2025-06-27 13:58:28,待办,健康,浇办公室的绿萝,办公室,,否,1,,,,是,日,3,,,,,,,
下个月5号是妈妈的生日要提前准备礼物,`2025-06-27 13:58:28,日程,家庭,妈妈的生日,,妈妈,否,1,,,,否,,,,下个月5号,,,,,
每天早上7点半提醒我吃降压药,`2025-06-27 13:58:28,待办,健康,吃降压药,,,是,0,`2025-06-28 07:30:00,,`2025-06-28 07:30:00,是,日,1,,,早上7点半,,,,早上7点半
这周五下班前要提交季度报告初稿,`2025-06-27 13:58:28,待办,工作,提交季度报告初稿,,,否,1,,,,否,,,,这周五,下班前,,,,
帮我记一下每个月15号还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,15,,,,,,,
10月20号纪念日记得订餐厅和买花,`2025-06-27 13:58:28,待办,纪念日,订餐厅和买花,,,否,1,,,,否,,,,10月20号,,,,10月20号,
明天下午三点要跟王总视频会议，提前十分钟通知我  ,`2025-06-27 13:58:28,日程,会议,跟王总视频会议,,王总,是,0,`2025-06-28 15:00:00,,`2025-06-28 14:50:00,否,,,,明天,下午三点,,,明天,下午两点五十分
后天晚上记得提醒我给妈妈打电话，她生日快到了  ,`2025-06-27 13:58:28,待办,,给妈妈打电话,,妈妈,否,1,,,,否,,,,后天晚上,,,,后天晚上,
帮我记一下这周末要买的东西：牛奶、鸡蛋、面包  ,`2025-06-27 13:58:28,待办,购物,牛奶、鸡蛋、面包,,,否,1,,,,否,,,,,,,,,
下个月5号提醒我交房租，重要的事情,`2025-06-27 13:58:28,待办,,交房租,,,否,1,,,,否,,,,下个月5号,,,,下个月5号,
这周五下班后约了小李吃饭，地点在商场那家火锅店  ,`2025-06-27 13:58:28,日程,约见,约小李吃饭,商场那家火锅店,小李,否,1,,,,否,,,,这周五,下班后,,,,
每天早上8点提醒我吃维生素，持续一个月,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,2025-07-28 23:59:59,,早上8点,,,,早上8点
下周二医生预约是下午两点半，别让我迟到  ,`2025-06-27 13:58:28,日程,就医,医生预约,,医生,是,0,`2025-07-01 14:30:00,,,否,,,,下周二,下午两点半,,,,
记得提醒我每三个月换一次牙刷  ,`2025-06-27 13:58:28,待办,健康,换牙刷,,,否,1,,,,是,月,3,,,,,,,
这周日上午十点小区停电，记得提醒我把电脑充满电,`2025-06-27 13:58:28,待办,健康,提醒我把电脑充满电,,,是,0,`2025-06-29 10:00:00,,`2025-06-29 10:00:00,否,,,,这周日,上午10点,,,这周日,上午10点
周四晚上7点和老王约的饭局帮我记一下,`2025-06-27 13:58:28,日程,约见,和老王吃饭,,老王,是,0,`2025-07-03 19:00:00,,,否,,,,周四,晚上7点,,,,
下周一的部门例会提前半小时提醒我,`2025-06-27 13:58:28,日程,会议,部门例会,,,否,1,,,,否,,,,下周一,,,,下周一,提前半小时
双十一记得帮我抢那个打折的烤箱,`2025-06-27 13:58:28,待办,购物,抢打折的烤箱,,,否,1,,,,否,,,,,,,,双十一,
每月15号提醒我给花浇水,`2025-06-27 13:58:28,待办,健康,给花浇水,,,否,1,,,,是,月,15,,每月15号,,,,每月15号,
后天早上9点视频会议千万别忘了,`2025-06-27 13:58:28,日程,会议,视频会议,,,是,0,`2025-06-29 09:00:00,,,否,,,,后天,早上9点,,,,
这周六带宝宝打疫苗记得提醒我,`2025-06-27 13:58:28,待办,健康,带宝宝打疫苗,,宝宝,否,1,,,,否,,,,这周六,,,,这周六,
下个月5号房贷还款日设个提醒,`2025-06-27 13:58:28,待办,财务,房贷还款,,,否,1,,,,否,,,,,,,,下个月5号,
每天晚上8点提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,日,1,,,晚上8点,,,,晚上8点
元旦假期记得提醒我买回家的车票,`2025-06-27 13:58:28,待办,出行,买回家的车票,,,否,1,,,,否,,,,,,,,元旦假期,
明天早上九点我要去牙医诊所复查,`2025-06-27 13:58:28,日程,就医,去牙医诊所复查,牙医诊所,,是,0,`2025-06-28 09:00:00,,,否,,,,明天,早上九点,,,,
下午三点别忘了给客户回电话,`2025-06-27 13:58:28,待办,通讯,给客户回电话,,客户,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,否,,,,,下午3点,,,,下午3点
周六上午十点约了健身教练上课,`2025-06-27 13:58:28,日程,运动,约了健身教练上课,,健身教练,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午十点,,,,
记得提醒我周三晚上七点参加线上读书会,`2025-06-27 13:58:28,日程,学习,参加线上读书会,,,是,0,`2025-07-02 19:00:00,,`2025-07-02 19:00:00,否,,,,周三,晚上七点,,,周三,晚上七点
下个月五号妈妈生日要买礼物,`2025-06-27 13:58:28,待办,家庭,妈妈生日要买礼物,,妈妈,否,1,,,,否,,,,下个月五号,,,,,
后天下午两点部门有个重要的项目会议,`2025-06-27 13:58:28,日程,会议,部门有个重要的项目会议,,,是,0,`2025-06-29 14:00:00,,,否,,,,后天,下午两点,,,,
