query_hist,current_time,生成结果
用户:周五晚上7点有个应酬，帮我记一下; 你:周五晚上7点到8点已经安排健身了。应酬要换个时间吗？; 用户:改到周五19点; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前1小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""周五19点有应酬"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 19:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":""2025-06-27 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:周六下午4点想去健身，帮我记一下; 你:周六下午4点到6点已经安排购物了。健身要换个时间吗？; 用户:改到周六16点吧; 你:好的，大概要练多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你，可以吗？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 16:00:00"",""end_time"":""2025-06-28 18:00:00"",""remind_time"":""2025-06-28 15:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:周日13点有个医生预约，记录一下; 你:周日13点到14点已经有健身课程了。医生预约要换个时间吗？; 用户:改到周日13点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前半小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""医生预约"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 13:00:00"",""end_time"":""2025-06-29 14:00:00"",""remind_time"":""2025-06-29 12:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:周天晚上8点有个读书会，帮我记一下; 你:周天晚上8点到9点已经有健身课了。读书会要换个时间吗？; 用户:改到周天20点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前1小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""读书"",""content"":""读书会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周天"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 20:00:00"",""end_time"":""2025-06-29 22:00:00"",""remind_time"":""2025-06-29 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周一晚上7点有个展会，帮我记一下; 你:下周一晚上7点已经有应酬了。展会要换个时间吗？; 用户:改成下周一晚上7点; 你:什么时间提醒你？; 用户:提前3小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周一晚上7点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 19:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周二下午1点我要去看牙医; 你:下周二下午1点到2点已经有健身计划了。看牙医要换个时间吗？; 用户:改到下周二13点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 13:00:00"",""end_time"":""2025-07-01 14:00:00"",""remind_time"":""2025-07-01 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周三晚上8点有个健身课要上; 你:下周三20点到21点已经安排了看牙医。健身课要换个时间吗？; 用户:改到下周三20点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":""2025-07-02 22:00:00"",""remind_time"":""2025-07-02 17:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周四11点有个读书会; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""读书"",""content"":""读书会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 11:00:00"",""end_time"":""2025-07-03 13:00:00"",""remind_time"":""2025-07-03 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周五晚上6点有个客户应酬; 你:下周五18点到19点已经安排了瑜伽课。客户应酬要换个时间吗？; 用户:改到下周五18点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""客户应酬"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":""2025-07-04 20:00:00"",""remind_time"":""2025-07-04 17:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周六早上8点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""下周六早上8点要去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 08:00:00"",""end_time"":""2025-07-05 20:00:00"",""remind_time"":""2025-07-05 07:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周日早上8点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""下周日早上8点要去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 08:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:下周日14点有个家庭聚会; 你:下周日14点到15点已经安排了健身课程。家庭聚会要换个时间吗？; 用户:改到下周日14点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""家庭聚会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""14点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 14:00:00"",""end_time"":""2025-07-06 16:00:00"",""remind_time"":""2025-07-06 13:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:今天8点要去看牙医； 你:今天8点到10点已经有健身计划了。看牙医要换个时间吗？； 用户:改到今天下午1点； 你:好的，会持续多久啊？； 用户:大概2小时吧； 你:提前3小时叫你，成不？； 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""下午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 13:00:00"",""end_time"":""2025-06-28 15:00:00"",""remind_time"":""2025-06-28 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:明天中午12点有个健身课程，帮我记一下; 你:明天12点到13点已经有牙医预约了。健身课要换个时间吗？; 用户:改到明天12点; 你:好的，会上多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，行不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课程"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 12:00:00"",""end_time"":""2025-06-29 13:00:00"",""remind_time"":""2025-06-29 11:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:后天下午3点有个应酬; 你:后天下午3点到4点已经安排了读一本书。应酬要换个时间吗？; 用户:改到后天15点; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前半小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""应酬"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 15:00:00"",""end_time"":""2025-06-30 16:00:00"",""remind_time"":""2025-06-30 14:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周一11点要去看医生; 你:周一11点到12点已经约了健身课。看医生要换个时间吗？; 用户:改成周一11点吧; 你:好的，会看多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，行不行？; 用户:可以,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去看医生"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周一"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 11:00:00"",""end_time"":""2025-06-30 12:00:00"",""remind_time"":""2025-06-30 10:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周二11点有个会议要参加; 你:下周二11点到12点已经安排了看牙医。会议要换个时间吗？; 用户:不用换。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，行不？; 用户:可以,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""下周二11点有个会议要参加"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 11:00:00"",""end_time"":""2025-07-01 12:00:00"",""remind_time"":""2025-07-01 10:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周三10点有个重要的会议，帮我记一下; 你:周三上午10点到11点已经有项目评审了。会议要换个时间吗？; 用户:改到周三10点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""重要的会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 10:00:00"",""end_time"":""2025-07-02 12:00:00"",""remind_time"":""2025-07-02 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周四晚上8点有个健身计划，帮我记一下; 你:周四晚上8点到9点已经安排了阅读时间。健身要换个时间吗？; 用户:不用换，就周四8点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身计划"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 20:00:00"",""end_time"":""2025-07-03 21:00:00"",""remind_time"":""2025-07-03 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周五下午四点有个展会要去; 你:周五下午四点到六点已经有购物安排了。展会要换个时间吗？; 用户:改到周五16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""有个展会要去"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 16:00:00"",""end_time"":""2025-07-04 18:00:00"",""remind_time"":""2025-07-04 13:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周六下午3点要去一趟医院; 你:周六下午3点到5点已经安排了健身。去医院要改个时间吗？; 用户:不改了，就这个时间; 你:好的，大概要多久啊？; 用户:可能要2小时吧; 你:提前15分钟提醒你可以吗？; 用户:好的,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""要去一趟医院"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 15:00:00"",""end_time"":""2025-06-28 17:00:00"",""remind_time"":""2025-06-28 14:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周日下午4点有个健身课，帮我记一下; 你:周日下午4点到6点已经有读书会了。健身课要换个时间吗？; 用户:改到周日16点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 16:00:00"",""end_time"":""2025-06-29 18:00:00"",""remind_time"":""2025-06-29 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:周天10点有个读书会，记录一下; 你:周天10点到11点已经有健身课程了。读书会要换个时间吗？; 用户:改到周天10点; 你:好的，大概要持续多久啊？; 用户:大概2小时吧; 你:提前1小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""读书"",""content"":""读书会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周天"",""start_time_chinese"":""10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 10:00:00"",""end_time"":""2025-06-29 12:00:00"",""remind_time"":""2025-06-29 09:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周一晚上8点有个展会，帮我记一下; 你:下周一晚上8点到9点已经有健身安排啦。展会要换个时间吗？; 用户:改到下周一20点; 你:好嘞，提前3小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周一晚上8点的展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 20:00:00"",""end_time"":""2025-06-30 21:00:00"",""remind_time"":""2025-06-30 17:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周二下午两点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 14:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 13:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周三17点有个展会，记录一下; 你:下周三17点到18点已经有工作会议了。展会要换个时间吗？; 用户:改到下周三19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周三19点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 19:00:00"",""end_time"":""2025-07-02 21:00:00"",""remind_time"":""2025-07-02 17:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周四13点有个工作面试要记一下; 你:下周四13点到14点已经安排了健身课程。面试要改个时间吗？; 用户:改到下周四15点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作面试"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""15点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 15:00:00"",""end_time"":""2025-07-03 17:00:00"",""remind_time"":""2025-07-03 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周五下午5点要去看牙医; 你:下周五下午5点已经有健身课了。看牙医要换个时间吗？; 用户:改到下周五17点。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""17点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 17:00:00"",""end_time"":"""",""remind_time"":""2025-07-04 16:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周六早上8点我要去看牙医; 你:下周六早上8点到10点已经安排了健身。看牙医要换个时间吗？; 用户:改到下周六10点吧; 你:好的，大概要多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你，可以吗？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 10:00:00"",""end_time"":""2025-07-05 12:00:00"",""remind_time"":""2025-07-05 09:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周日17点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""下周日17点要去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""17点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 17:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 16:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:下周日晚上8点有个家庭聚会，帮我记一下; 你:下周日晚上8点到9点已经安排了健身计划。家庭聚会要换个时间吗？; 用户:不改了，就这个时间吧; 你:好的，大概要持续多久啊？; 用户:大概1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,2025-06-28 01:02:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""家庭聚会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 20:00:00"",""end_time"":""2025-07-06 21:00:00"",""remind_time"":""2025-07-06 19:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 01:02:51""}}"
用户:今天下午4点有个展会，记录一下; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""今天下午4点有个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 16:00:00"",""end_time"":""2025-06-29 18:00:00"",""remind_time"":""2025-06-29 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:明天9点有个健身课，记录一下; 你:明天9点到10点已经安排相亲了。健身课要换个时间吗？; 用户:改成明天9点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，行吗？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 09:00:00"",""end_time"":""2025-06-30 11:00:00"",""remind_time"":""2025-06-30 08:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:后天9点有个展会要去; 你:好嘞，提前3小时叫你，行不？; 用户:好的,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""有展会要去"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 09:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 06:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:周一晚上8点有个应酬，帮我记下; 你:周一晚上8点到9点已经有健身计划了。应酬要换个时间吗？; 用户:改到周一20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前1小时叫你，成不？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""周一晚上应酬"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周一"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 20:00:00"",""end_time"":""2025-06-30 21:00:00"",""remind_time"":""2025-06-30 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周二下午3点有个展会要参加; 你:下周二下午3点到4点已经安排体检了。展会要换个时间吗？; 用户:改到周二15点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周二下午3点有展会要参加"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 15:00:00"",""end_time"":""2025-07-01 17:00:00"",""remind_time"":""2025-07-01 14:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:周三晚上8点有个工作会议，帮我记一下; 你:周三晚上8点到9点这会儿已经在健身训练了。工作会议要不要换个时间？; 用户:改到周三20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，行吗？; 用户:可以,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":""2025-07-02 21:00:00"",""remind_time"":""2025-07-02 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
